StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q9,Q11,Q14,Q13,Q13_3_TEXT,Q16,Q17,Q19,Q19_11_TEXT,Q15,Q16,Q81,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q57_1,Q57_2,Q77,Q18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q46,Q78,Q78_4_TEXT,Q47,Q48,Q49,Q49_6_TEXT,Q50,Q50_8_TEXT,Q51,Q52,Q52_6_TEXT
43970.74671,43970.74712,IP Address,100,34,TRUE,43970.74712,R_yOqDNn2hADo5xJf,anonymous,EN,Agree,3191,51-60,I never visit the City of Melbourne,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.73677,43970.75233,IP Address,100,1344,TRUE,43970.75235,R_2PsOoFyisKYNMtT,anonymous,EN,Agree,3190,41-50,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Neither too much nor too little,The city of Melbourne has to have one of the most abundant nature areas in the world. Gardens/parks trees.. it’s magnificent ,Visiting the Royal Botanic Gardens,,About the same,,,Somewhat agree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Dandenongs /Bayside /gumbuya park,Thousand steps/ bike ridesand walks /activities offered there,,I feel that would be a great thing but think there is enough opportunities in the city already,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Never,Never,Never,Occasionally,Rarely,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Very often,Very often,Rarely,Not applicable,>20 years,Other (Please specify),Myanmar ,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$180,001 and over",Part-time,
43970.75072,43970.76149,IP Address,100,931,TRUE,43970.7615,R_1hXtsuYqV2l1c90,anonymous,EN,Agree,3030,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.74709,43970.77336,IP Address,100,2269,TRUE,43970.77338,R_3hFvR3GugtnilKE,anonymous,EN,Agree,3056,31-40,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,There are some really great parks in Melbourne but I’d love to see more green spaces in the CBD,"Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Strongly agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Merri Creek Trail,Walking to the Coburg Lake Reserve to relax ,,"This would be awesome, the more nature the better! ",Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Never,Never,Rarely,Often,Often,Occasionally,Rarely,Never,Never,Never,Often,Never,Rarely,Never,Rarely,Sometimes,Very often,Not applicable,Not applicable,Not applicable,5-6 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$37,001 – $80,000",Full-time,
43970.7812,43970.79307,IP Address,100,1024,TRUE,43970.79309,R_2bT43alPEjzHuuI,anonymous,EN,Agree,3024,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,"I love the green spaces that exist, but feel that there could be more","Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,About the same,,,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Somewhat disagree,,,,"I think both the people and the natural ecosystem would be much healthier. It would encourage people to exercise more and lift their mental spirits, as well as restore some of the natural habitats of local animals ",Strongly agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Never,Occasionally,Often,Often,Very often,Very often,Occasionally,Often,Rarely,Never,Very often,Often,Often,Never,Often,Not applicable,Very often,Very often,Very often,Never,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,No Income,"Student,Part-time",
43970.78991,43970.79547,IP Address,100,480,TRUE,43970.7955,R_3panXL77SrwpRjD,anonymous,EN,Agree,3025,51-60,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Moderately too little,I love Singapore..Melb nothing like that,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne",,More,Yarra river,,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,,,,Wonderful ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Never,Never,Occasionally,Often,Occasionally,Occasionally,Very often,Never,Never,Often,Rarely,Occasionally,Rarely,Rarely,Occasionally,Rarely,Very often,Very often,Often,Very often,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$37,001 – $80,000",Full-time,
43970.79932,43970.79973,IP Address,100,36,TRUE,43970.79973,R_1mVFejWBSzeui0F,anonymous,EN,Agree,3000,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.80031,43970.80072,IP Address,100,34,TRUE,43970.80072,R_1juN3HCdP98Fjlu,anonymous,EN,Agree,3073,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.801,43970.80162,IP Address,100,54,TRUE,43970.80163,R_1H1fADecEieNynq,anonymous,EN,Agree,3169,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.80045,43970.80167,IP Address,100,104,TRUE,43970.80167,R_2zBWrNneJvZ6i0c,anonymous,EN,Agree,3029,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.802,43970.80275,IP Address,100,64,TRUE,43970.80275,R_3CTbMbemAFn3D24,anonymous,EN,Agree,3046,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.80556,43970.81,IP Address,100,384,TRUE,43970.81,R_3iJxDXilILtCQgG,anonymous,EN,Agree,3030,31-40,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Neither too much nor too little,Just right,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium",,About the same,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,,,,Good,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Rarely,Never,Occasionally,Very often,Often,Occasionally,Often,Often,Rarely,Very often,Occasionally,Occasionally,Rarely,Never,Never,Sometimes,Very often,Very often,Very often,Very often,11-15 years,Australia,,Your connection to nature in the City of Melbourne,No,,,TAFE certificate or diploma,,"$80,001 – $180,000",Full-time,
43970.79765,43970.81333,IP Address,100,1354,TRUE,43970.81334,R_AMT1rLag5tzjzzP,anonymous,EN,Agree,3004,41-50,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Moderately too little,More green space,Visiting the Royal Botanic Gardens,,About the same,,,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,,,,It just makes for a far more appealing city.  Noone wants to be in a concrete jungle.  Southbank is hideous and deplorable planning!  This needs to stop.,Agree,Strongly agree,Disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Never,Rarely,Very often,Often,Very often,Occasionally,Occasionally,Never,Never,Occasionally,Rarely,Rarely,Rarely,Never,Rarely,Often,Not applicable,Not applicable,Not applicable,Sometimes,>20 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Italian,,Graduate Diploma,,"$180,001 and over",Full-time,
43970.80134,43970.82104,IP Address,100,1702,TRUE,43970.82104,R_3JC0XNyXtx2NGVX,anonymous,EN,Agree,3029,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,"I love nature. Especially near Fitzroy and my uni. However, potentially there could be more near Melbourne central and dock lands but generally there is lots of nature everywhere ","Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,parliament,walking,,I would love it because i could see more exciting things and we need more nature. especially for the bees,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Very often,Never,Rarely,11-15 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$18,201 – $37,000",Student,
43970.81891,43970.8231,IP Address,100,361,TRUE,43970.8231,R_2dhAI7ecBue5FYh,anonymous,EN,Agree,3012,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Slightly too little,Need more trees,"Citizen science programs,City of Melbourne Nature Stewards Program",,About the same,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,no experience,bicycle path,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Often,Often,Very often,Often,Very often,Very often,Very often,Often,Occasionally,Often,Often,Occasionally,Very often,Very often,Very often,Very often,Very often,Often,Sometimes,Sometimes,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$180,001 and over",Full-time,
43970.82117,43970.8235,IP Address,100,201,TRUE,43970.82352,R_8AlTDpNy8R7dBqF,anonymous,EN,Agree,3150,61-70,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.82339,43970.82657,IP Address,100,274,TRUE,43970.82657,R_3G9BLUdpI8uhqLd,anonymous,EN,Agree,3012,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Neither too much nor too little,good nature,"Visiting the Melbourne Aquarium,Citizen science programs",,About the same,,,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,,,i lone nature gardens,"more plants, trees, flower beds",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Often,Very often,Very often,Often,Often,Often,Very often,Very often,Very often,Often,Very often,Very often,Often,Often,Occasionally,Very often,Very often,Very often,Often,Often,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$180,001 and over",Full-time,
43970.82788,43970.82866,IP Address,100,66,TRUE,43970.82866,R_3ijMHYuO9KkIMnm,anonymous,EN,Agree,3030,61-70,I rarely visit the City of Melbourne (e.g. once or twice per year),Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.83123,43970.83248,IP Address,100,108,TRUE,43970.83248,R_3lFd1054jVk70Pw,anonymous,EN,Agree,3000,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.84137,43970.84457,IP Address,100,277,TRUE,43970.84457,R_2Uga6KVWZ2KayMw,anonymous,EN,Agree,3000,21-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.8564,43970.85677,Survey Preview,100,32,TRUE,43970.85677,R_3Ws9OPCM8Aa7YaJ,preview,EN,Agree,3000,41-50,I live outside the City of Melbourne but generally commute to the City of Melbourne primarily for study,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.70706,43970.88344,IP Address,100,15238,TRUE,43970.88345,R_ym93HksD1ODqu7D,anonymous,EN,Agree,3186,61-70,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,there is quite a bit of green space but there could be more,Taking a nature walk within the City of Melbourne,,About the same,,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,I think it would be fantastic for the city.  More small animals around and more birds would be wonderful,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Rarely,Rarely,Never,Rarely,Often,Rarely,Rarely,Rarely,Never,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Sometimes,Not applicable,Not applicable,Not applicable,Not applicable,9-10 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$80,001 – $180,000",Full-time,
43970.90505,43970.90517,IP Address,100,11,TRUE,43970.90519,R_3P4ZDgAGEgZFfua,anonymous,EN,I prefer to exit the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.90944,43970.91368,IP Address,100,366,TRUE,43970.91369,R_1P7V2rplYUS8OUi,anonymous,EN,Agree,3023,41-50,I live in the City of Melbourne,Female,,Neither too much nor too little,Not much,"Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium",,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,,,No need,Better ,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Occasionally,Rarely,Never,Never,Rarely,Rarely,Never,Not applicable,Not applicable,Not applicable,Not applicable,>20 years,Australia,,Victoria’s education programs,No,,,Year 12,,"$80,001 – $180,000",Full-time,
43970.91285,43970.91382,IP Address,100,84,TRUE,43970.91382,R_3MAQxpFQBk9sQjn,anonymous,EN,Agree,3108,21-30,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970.91323,43970.91442,IP Address,100,103,TRUE,43970.91444,R_eA6QmqimiE0sI0x,anonymous,EN,Agree,3180,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne primarily for study,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
